,train,val,test
a1978ff3-357f-11eb-b708-001a7dda7111,True,False,False
a197ddbb-357f-11eb-963b-001a7dda7111,True,False,False
a1963030-357f-11eb-ad27-001a7dda7111,True,False,False
a1982c1e-357f-11eb-b208-001a7dda7111,True,False,False
a197ddda-357f-11eb-be61-001a7dda7111,True,False,False
a1971a89-357f-11eb-a22b-001a7dda7111,True,False,False
a196cc64-357f-11eb-bb28-001a7dda7111,True,False,False
a1980559-357f-11eb-befd-001a7dda7111,True,False,False
a197ddd5-357f-11eb-afb0-001a7dda7111,True,False,False
a1982c83-357f-11eb-9d09-001a7dda7111,True,False,False
a1965716-357f-11eb-be58-001a7dda7111,True,False,False
a196cc6b-357f-11eb-9ea0-001a7dda7111,True,False,False
a1971aae-357f-11eb-b2f2-001a7dda7111,True,False,False
a1959430-357f-11eb-a247-001a7dda7111,True,False,False
a197687f-357f-11eb-82e0-001a7dda7111,True,False,False
a1978f92-357f-11eb-b6e9-001a7dda7111,True,False,False
a1982c2c-357f-11eb-9c80-001a7dda7111,True,False,False
a19545da-357f-11eb-ab8f-001a7dda7111,True,False,False
a1982c6a-357f-11eb-9ec7-001a7dda7111,True,False,False
a19609b5-357f-11eb-8ac5-001a7dda7111,True,False,False
a19805ac-357f-11eb-a8ce-001a7dda7111,True,False,False
a196f36b-357f-11eb-818a-001a7dda7111,True,False,False
a1956cda-357f-11eb-ba62-001a7dda7111,True,False,False
a197de29-357f-11eb-bdae-001a7dda7111,True,False,False
a197b6dd-357f-11eb-b491-001a7dda7111,True,False,False
a1965773-357f-11eb-b418-001a7dda7111,True,False,False
a195baf5-357f-11eb-9e7a-001a7dda7111,True,False,False
a197b6da-357f-11eb-b48b-001a7dda7111,True,False,False
a19657c4-357f-11eb-93f3-001a7dda7111,True,False,False
a1967e83-357f-11eb-81f1-001a7dda7111,True,False,False
a19545e7-357f-11eb-9cdb-001a7dda7111,True,False,False
a19805a6-357f-11eb-bf03-001a7dda7111,True,False,False
a1982beb-357f-11eb-8b71-001a7dda7111,True,False,False
a197b710-357f-11eb-92df-001a7dda7111,True,False,False
a1967e6b-357f-11eb-9864-001a7dda7111,True,False,False
a19805ad-357f-11eb-85dc-001a7dda7111,True,False,False
a19609b9-357f-11eb-ab37-001a7dda7111,True,False,False
a197de19-357f-11eb-a478-001a7dda7111,True,False,False
a195e1d0-357f-11eb-bc03-001a7dda7111,True,False,False
a198059c-357f-11eb-8021-001a7dda7111,True,False,False
a1965770-357f-11eb-b69a-001a7dda7111,True,False,False
a1951eaa-357f-11eb-8086-001a7dda7111,True,False,False
a19768be-357f-11eb-9ddd-001a7dda7111,True,False,False
a198059f-357f-11eb-8991-001a7dda7111,True,False,False
a1956cdc-357f-11eb-9efe-001a7dda7111,True,False,False
a1960987-357f-11eb-abc9-001a7dda7111,True,False,False
a19657b6-357f-11eb-8bf0-001a7dda7111,True,False,False
a197dddf-357f-11eb-857e-001a7dda7111,True,False,False
a196f396-357f-11eb-92a6-001a7dda7111,True,False,False
a1982c61-357f-11eb-b540-001a7dda7111,True,False,False
a1978fcf-357f-11eb-95f8-001a7dda7111,True,False,False
a196308a-357f-11eb-87bc-001a7dda7111,True,False,False
a1967e41-357f-11eb-b7a5-001a7dda7111,True,False,False
a195e250-357f-11eb-94fc-001a7dda7111,True,False,False
a195e223-357f-11eb-a41f-001a7dda7111,True,False,False
a197de0c-357f-11eb-a2b8-001a7dda7111,True,False,False
a1982cbc-357f-11eb-a71d-001a7dda7111,True,False,False
a197ddd3-357f-11eb-a02c-001a7dda7111,True,False,False
a1982cbe-357f-11eb-857a-001a7dda7111,True,False,False
a195bac9-357f-11eb-839b-001a7dda7111,True,False,False
a1951ed2-357f-11eb-be71-001a7dda7111,True,False,False
a1967e45-357f-11eb-9294-001a7dda7111,True,False,False
a1971a82-357f-11eb-90bd-001a7dda7111,True,False,False
a19741eb-357f-11eb-b03f-001a7dda7111,True,False,False
a196cc67-357f-11eb-be81-001a7dda7111,True,False,False
a19768ae-357f-11eb-9195-001a7dda7111,True,False,False
a1951e9d-357f-11eb-a743-001a7dda7111,True,False,False
a19741ef-357f-11eb-8c85-001a7dda7111,True,False,False
a196a557-357f-11eb-b142-001a7dda7111,True,False,False
a196a593-357f-11eb-9015-001a7dda7111,True,False,False
a197ddfd-357f-11eb-836d-001a7dda7111,True,False,False
a197b6f0-357f-11eb-8adf-001a7dda7111,True,False,False
a197ddb5-357f-11eb-82b4-001a7dda7111,True,False,False
a1980590-357f-11eb-b744-001a7dda7111,True,False,False
a1971aa1-357f-11eb-bf49-001a7dda7111,True,False,False
a1976898-357f-11eb-9f53-001a7dda7111,True,False,False
a195bb1f-357f-11eb-be61-001a7dda7111,True,False,False
a195e1d3-357f-11eb-86d9-001a7dda7111,True,False,False
a19608e9-357f-11eb-8ff2-001a7dda7111,True,False,False
a197b6ba-357f-11eb-b4f2-001a7dda7111,True,False,False
a1982c25-357f-11eb-85c9-001a7dda7111,True,False,False
a1951ea3-357f-11eb-8af2-001a7dda7111,True,False,False
a1960968-357f-11eb-b931-001a7dda7111,True,False,False
a196570d-357f-11eb-a851-001a7dda7111,True,False,False
a19657c9-357f-11eb-b8f8-001a7dda7111,True,False,False
a196a5a7-357f-11eb-841f-001a7dda7111,True,False,False
a197b6a7-357f-11eb-bd07-001a7dda7111,True,False,False
a1959438-357f-11eb-af8c-001a7dda7111,True,False,False
a197ddd7-357f-11eb-8614-001a7dda7111,True,False,False
a19545c0-357f-11eb-a5db-001a7dda7111,True,False,False
a19768cd-357f-11eb-9458-001a7dda7111,True,False,False
a1982c91-357f-11eb-95f1-001a7dda7111,True,False,False
a19545ad-357f-11eb-b9fd-001a7dda7111,True,False,False
a1959419-357f-11eb-b848-001a7dda7111,True,False,False
a19593fa-357f-11eb-bd30-001a7dda7111,True,False,False
a19545f8-357f-11eb-be6f-001a7dda7111,True,False,False
a197b6f5-357f-11eb-85e9-001a7dda7111,True,False,False
a1982c6b-357f-11eb-9310-001a7dda7111,True,False,False
a197dde2-357f-11eb-aa67-001a7dda7111,True,False,False
a19804d0-357f-11eb-8780-001a7dda7111,True,False,False
a197689a-357f-11eb-a0a6-001a7dda7111,True,False,False
a196a560-357f-11eb-aa24-001a7dda7111,True,False,False
a195e278-357f-11eb-9a52-001a7dda7111,True,False,False
a1982c74-357f-11eb-b7d8-001a7dda7111,True,False,False
a19804b4-357f-11eb-90dd-001a7dda7111,True,False,False
a1982c9e-357f-11eb-9306-001a7dda7111,True,False,False
a19545d2-357f-11eb-a151-001a7dda7111,True,False,False
a196cc90-357f-11eb-9132-001a7dda7111,True,False,False
a195e249-357f-11eb-acce-001a7dda7111,True,False,False
a1978fb3-357f-11eb-928a-001a7dda7111,True,False,False
a196f391-357f-11eb-b7f0-001a7dda7111,True,False,False
a197ddfb-357f-11eb-aeeb-001a7dda7111,True,False,False
a196a5be-357f-11eb-b81a-001a7dda7111,True,False,False
a195e242-357f-11eb-a382-001a7dda7111,True,False,False
a197de2c-357f-11eb-9fec-001a7dda7111,True,False,False
a1982be3-357f-11eb-ac7f-001a7dda7111,True,False,False
a1982cc6-357f-11eb-a3b0-001a7dda7111,True,False,False
a1982c19-357f-11eb-b102-001a7dda7111,True,False,False
a19656f8-357f-11eb-85f7-001a7dda7111,True,False,False
a19805a8-357f-11eb-a95f-001a7dda7111,True,False,False
a196572c-357f-11eb-b90a-001a7dda7111,True,False,False
a198059d-357f-11eb-9f22-001a7dda7111,True,False,False
a1965740-357f-11eb-a3e4-001a7dda7111,True,False,False
a19804f8-357f-11eb-8d08-001a7dda7111,True,False,False
a1960969-357f-11eb-a2ba-001a7dda7111,True,False,False
a195e210-357f-11eb-92a3-001a7dda7111,True,False,False
a195e1d4-357f-11eb-ae49-001a7dda7111,True,False,False
a1967e68-357f-11eb-96dc-001a7dda7111,True,False,False
a195bb44-357f-11eb-b1e1-001a7dda7111,True,False,False
a1951f22-357f-11eb-a9d7-001a7dda7111,True,False,False
a1982c9c-357f-11eb-8538-001a7dda7111,True,False,False
a19545fa-357f-11eb-96de-001a7dda7111,True,False,False
a196a5a4-357f-11eb-8c79-001a7dda7111,True,False,False
a19545c4-357f-11eb-8261-001a7dda7111,True,False,False
a19545de-357f-11eb-b7fd-001a7dda7111,True,False,False
a19805a5-357f-11eb-96b2-001a7dda7111,True,False,False
a198057e-357f-11eb-9864-001a7dda7111,True,False,False
a197ddd8-357f-11eb-b969-001a7dda7111,True,False,False
a1978fe4-357f-11eb-8382-001a7dda7111,True,False,False
a195bac4-357f-11eb-94d4-001a7dda7111,True,False,False
a198056e-357f-11eb-8922-001a7dda7111,True,False,False
a195943a-357f-11eb-957d-001a7dda7111,True,False,False
a1963088-357f-11eb-907f-001a7dda7111,True,False,False
a1982c49-357f-11eb-9853-001a7dda7111,True,False,False
a197b6d5-357f-11eb-b3e0-001a7dda7111,True,False,False
a1980548-357f-11eb-9500-001a7dda7111,True,False,False
a1982c0a-357f-11eb-bff8-001a7dda7111,True,False,False
a1965759-357f-11eb-9c4f-001a7dda7111,True,False,False
a19805b7-357f-11eb-b752-001a7dda7111,True,False,False
a1963026-357f-11eb-8f23-001a7dda7111,True,False,False
a1956ccd-357f-11eb-998b-001a7dda7111,True,False,False
a195e1df-357f-11eb-a578-001a7dda7111,True,False,False
a195e226-357f-11eb-815b-001a7dda7111,True,False,False
a19741b2-357f-11eb-a945-001a7dda7111,True,False,False
a196f36f-357f-11eb-a625-001a7dda7111,True,False,False
a195e1fd-357f-11eb-9723-001a7dda7111,True,False,False
a1980557-357f-11eb-9c85-001a7dda7111,True,False,False
a1960913-357f-11eb-9740-001a7dda7111,True,False,False
a195e218-357f-11eb-907e-001a7dda7111,True,False,False
a195e269-357f-11eb-a6ab-001a7dda7111,True,False,False
a1956d10-357f-11eb-aa4e-001a7dda7111,True,False,False
a194f78d-357f-11eb-a5e4-001a7dda7111,True,False,False
a1962ff4-357f-11eb-b135-001a7dda7111,True,False,False
a1951e90-357f-11eb-95e4-001a7dda7111,True,False,False
a1967e42-357f-11eb-89ea-001a7dda7111,True,False,False
a197ddb9-357f-11eb-a415-001a7dda7111,True,False,False
a1978fd4-357f-11eb-b24c-001a7dda7111,True,False,False
a1982be2-357f-11eb-8825-001a7dda7111,True,False,False
a1956d02-357f-11eb-a8b9-001a7dda7111,True,False,False
a1965752-357f-11eb-91da-001a7dda7111,True,False,False
a1978fc1-357f-11eb-9690-001a7dda7111,True,False,False
a195e23e-357f-11eb-9b42-001a7dda7111,True,False,False
a1971aa6-357f-11eb-bf43-001a7dda7111,True,False,False
a19741c8-357f-11eb-9ba8-001a7dda7111,True,False,False
a1951ea5-357f-11eb-a411-001a7dda7111,True,False,False
a197ddb7-357f-11eb-a33e-001a7dda7111,True,False,False
a196a5b5-357f-11eb-967b-001a7dda7111,True,False,False
a19657d9-357f-11eb-8b58-001a7dda7111,True,False,False
a196a530-357f-11eb-9d03-001a7dda7111,True,False,False
a1978fa7-357f-11eb-8df5-001a7dda7111,True,False,False
a195e254-357f-11eb-be23-001a7dda7111,True,False,False
a196a5a1-357f-11eb-8c10-001a7dda7111,True,False,False
a196cc7d-357f-11eb-8a60-001a7dda7111,True,False,False
a196a54c-357f-11eb-b284-001a7dda7111,True,False,False
a197b6a8-357f-11eb-84df-001a7dda7111,True,False,False
a195e1db-357f-11eb-82c7-001a7dda7111,True,False,False
a1982be5-357f-11eb-84d2-001a7dda7111,True,False,False
a1965708-357f-11eb-988d-001a7dda7111,True,False,False
a1951ed4-357f-11eb-b88a-001a7dda7111,True,False,False
a1978fd7-357f-11eb-b940-001a7dda7111,True,False,False
a19852f2-357f-11eb-bd7b-001a7dda7111,True,False,False
a1963054-357f-11eb-a849-001a7dda7111,True,False,False
a197de14-357f-11eb-ba4d-001a7dda7111,True,False,False
a197ddd9-357f-11eb-8555-001a7dda7111,True,False,False
a1971ab4-357f-11eb-804b-001a7dda7111,True,False,False
a195e1e1-357f-11eb-92d2-001a7dda7111,True,False,False
a1976893-357f-11eb-afb5-001a7dda7111,True,False,False
a197b6d4-357f-11eb-8e4d-001a7dda7111,True,False,False
a195bb4a-357f-11eb-adce-001a7dda7111,True,False,False
a1960900-357f-11eb-82fc-001a7dda7111,True,False,False
a1963032-357f-11eb-bfeb-001a7dda7111,True,False,False
a196096a-357f-11eb-b997-001a7dda7111,True,False,False
a196575c-357f-11eb-9dff-001a7dda7111,True,False,False
a1978fd9-357f-11eb-a380-001a7dda7111,True,False,False
a1978fa4-357f-11eb-8a1d-001a7dda7111,True,False,False
a196307b-357f-11eb-9a77-001a7dda7111,True,False,False
a1980570-357f-11eb-b945-001a7dda7111,True,False,False
a195bb4e-357f-11eb-99dd-001a7dda7111,True,False,False
a1982c7b-357f-11eb-a670-001a7dda7111,True,False,False
a19657d4-357f-11eb-a96b-001a7dda7111,True,False,False
a1951e95-357f-11eb-bfa9-001a7dda7111,True,False,False
a19609a9-357f-11eb-9002-001a7dda7111,True,False,False
a1982c85-357f-11eb-8ce6-001a7dda7111,True,False,False
a1978f86-357f-11eb-899c-001a7dda7111,True,False,False
a1965720-357f-11eb-ab88-001a7dda7111,True,False,False
a1956d11-357f-11eb-bf6c-001a7dda7111,True,False,False
a1960962-357f-11eb-a72f-001a7dda7111,True,False,False
a1963014-357f-11eb-95f2-001a7dda7111,True,False,False
a1963068-357f-11eb-bb42-001a7dda7111,True,False,False
a1967e4a-357f-11eb-a17c-001a7dda7111,True,False,False
a1965798-357f-11eb-bfa0-001a7dda7111,True,False,False
a1967e50-357f-11eb-9d99-001a7dda7111,True,False,False
a1978fa8-357f-11eb-8966-001a7dda7111,True,False,False
a196a588-357f-11eb-b2ff-001a7dda7111,True,False,False
a195bb27-357f-11eb-93cc-001a7dda7111,True,False,False
a1982c95-357f-11eb-a2ad-001a7dda7111,True,False,False
a196a540-357f-11eb-aae6-001a7dda7111,True,False,False
a1965751-357f-11eb-909f-001a7dda7111,True,False,False
a195bb19-357f-11eb-a220-001a7dda7111,True,False,False
a196a56c-357f-11eb-92db-001a7dda7111,True,False,False
a1951eba-357f-11eb-9519-001a7dda7111,True,False,False
a195bb31-357f-11eb-b01c-001a7dda7111,True,False,False
a19741d2-357f-11eb-9cf2-001a7dda7111,True,False,False
a1956cbb-357f-11eb-a8a0-001a7dda7111,True,False,False
a195bacd-357f-11eb-bd17-001a7dda7111,True,False,False
a1978fde-357f-11eb-960c-001a7dda7111,True,False,False
a1967e8d-357f-11eb-8c1b-001a7dda7111,True,False,False
a196578c-357f-11eb-b6d9-001a7dda7111,True,False,False
a19804ca-357f-11eb-9a8b-001a7dda7111,True,False,False
a1982cc8-357f-11eb-b4ef-001a7dda7111,True,False,False
a1951e94-357f-11eb-ba5a-001a7dda7111,True,False,False
a1965797-357f-11eb-bdba-001a7dda7111,True,False,False
a195940e-357f-11eb-86d1-001a7dda7111,True,False,False
a19741b1-357f-11eb-9d32-001a7dda7111,True,False,False
a1967e67-357f-11eb-a8be-001a7dda7111,True,False,False
a195e272-357f-11eb-9885-001a7dda7111,False,True,False
a196090c-357f-11eb-8d54-001a7dda7111,False,True,False
a197b70a-357f-11eb-81c9-001a7dda7111,False,True,False
a196a56a-357f-11eb-90a9-001a7dda7111,False,True,False
a19768c2-357f-11eb-a1c1-001a7dda7111,False,True,False
a1951f13-357f-11eb-ae4f-001a7dda7111,False,True,False
a195bb4c-357f-11eb-8ade-001a7dda7111,False,True,False
a19608e8-357f-11eb-ac12-001a7dda7111,False,True,False
a1978fd0-357f-11eb-989c-001a7dda7111,False,True,False
a19805bb-357f-11eb-b3b5-001a7dda7111,False,True,False
a1965786-357f-11eb-9e26-001a7dda7111,False,True,False
a1982bd6-357f-11eb-8b3a-001a7dda7111,False,True,False
a19545ae-357f-11eb-8960-001a7dda7111,False,True,False
a1982c40-357f-11eb-ba7c-001a7dda7111,False,True,False
a196f3a9-357f-11eb-9fa0-001a7dda7111,False,True,False
a196cc70-357f-11eb-aba9-001a7dda7111,False,True,False
a1956cac-357f-11eb-aee6-001a7dda7111,False,True,False
a19593ec-357f-11eb-8adf-001a7dda7111,False,True,False
a1965792-357f-11eb-baaf-001a7dda7111,False,True,False
a19852e9-357f-11eb-92f6-001a7dda7111,False,True,False
a196a5c6-357f-11eb-a1d8-001a7dda7111,False,True,False
a1959428-357f-11eb-86b8-001a7dda7111,False,True,False
a1971aa3-357f-11eb-8416-001a7dda7111,False,True,False
a195bb20-357f-11eb-a78e-001a7dda7111,False,True,False
a1951f23-357f-11eb-bcf1-001a7dda7111,False,True,False
a195459f-357f-11eb-8313-001a7dda7111,False,True,False
a196a572-357f-11eb-a0ee-001a7dda7111,False,True,False
a1967e52-357f-11eb-bca8-001a7dda7111,False,True,False
a196a55d-357f-11eb-bb93-001a7dda7111,False,True,False
a196cc7b-357f-11eb-b556-001a7dda7111,False,True,False
a195e1cf-357f-11eb-a906-001a7dda7111,False,True,False
a1978fdf-357f-11eb-bfb6-001a7dda7111,False,True,False
a1963015-357f-11eb-a1d3-001a7dda7111,False,True,False
a19804d4-357f-11eb-80ac-001a7dda7111,False,True,False
a196f3c0-357f-11eb-8057-001a7dda7111,False,True,False
a19805ba-357f-11eb-aa37-001a7dda7111,False,True,False
a198059b-357f-11eb-a3d4-001a7dda7111,False,True,False
a1959440-357f-11eb-99c0-001a7dda7111,False,True,False
a1963025-357f-11eb-9739-001a7dda7111,False,True,False
a1971ad8-357f-11eb-aa02-001a7dda7111,False,True,False
a1965736-357f-11eb-a2f3-001a7dda7111,False,True,False
a1965745-357f-11eb-aeae-001a7dda7111,False,True,False
a1965768-357f-11eb-903c-001a7dda7111,False,True,False
a197689f-357f-11eb-8e48-001a7dda7111,False,True,False
a196cc57-357f-11eb-bf07-001a7dda7111,False,True,False
a19805c1-357f-11eb-9b43-001a7dda7111,False,True,False
a1951eb5-357f-11eb-98dd-001a7dda7111,False,True,False
a1980527-357f-11eb-b8ea-001a7dda7111,False,True,False
a197b70b-357f-11eb-8738-001a7dda7111,False,True,False
a197b6e0-357f-11eb-b422-001a7dda7111,False,True,False
a196cc76-357f-11eb-b72c-001a7dda7111,False,True,False
a1971a80-357f-11eb-8e5c-001a7dda7111,False,True,False
a196091b-357f-11eb-ad04-001a7dda7111,False,True,False
a196a56b-357f-11eb-9fb1-001a7dda7111,False,True,False
a1965704-357f-11eb-a679-001a7dda7111,False,True,False
a1982c51-357f-11eb-a788-001a7dda7111,False,True,False
a1960936-357f-11eb-98e1-001a7dda7111,False,True,False
a195e1ef-357f-11eb-b7e2-001a7dda7111,False,True,False
a195e241-357f-11eb-97cd-001a7dda7111,False,True,False
a1982c1f-357f-11eb-a75f-001a7dda7111,False,True,False
a1982c65-357f-11eb-8043-001a7dda7111,False,True,False
a1963081-357f-11eb-aaf3-001a7dda7111,False,True,False
a196a5a5-357f-11eb-ac50-001a7dda7111,False,True,False
a1967ea3-357f-11eb-8443-001a7dda7111,False,True,False
a19545c7-357f-11eb-b08b-001a7dda7111,False,True,False
a1963080-357f-11eb-b9e6-001a7dda7111,False,True,False
a1978fdd-357f-11eb-a83e-001a7dda7111,False,True,False
a1978f8e-357f-11eb-847c-001a7dda7111,False,True,False
a1959431-357f-11eb-a44e-001a7dda7111,False,True,False
a19656fc-357f-11eb-ac82-001a7dda7111,False,True,False
a196f3d6-357f-11eb-93f6-001a7dda7111,False,True,False
a1963050-357f-11eb-8281-001a7dda7111,False,True,False
a19768d7-357f-11eb-a991-001a7dda7111,False,True,False
a196f377-357f-11eb-a69b-001a7dda7111,False,True,False
a1976885-357f-11eb-8be2-001a7dda7111,False,True,False
a195bac7-357f-11eb-bfc8-001a7dda7111,False,True,False
a195bae3-357f-11eb-b1e7-001a7dda7111,False,True,False
a196f3bf-357f-11eb-a443-001a7dda7111,False,True,False
a1982bde-357f-11eb-bc62-001a7dda7111,False,True,False
a196305c-357f-11eb-b077-001a7dda7111,False,True,False
a19768b8-357f-11eb-8018-001a7dda7111,False,True,False
a19768c6-357f-11eb-b584-001a7dda7111,False,True,False
a1971acf-357f-11eb-9081-001a7dda7111,False,True,False
a1980588-357f-11eb-a26d-001a7dda7111,False,True,False
a19804ee-357f-11eb-8016-001a7dda7111,False,True,False
a19804c3-357f-11eb-a40f-001a7dda7111,False,True,False
a195e1e6-357f-11eb-9824-001a7dda7111,False,True,False
a196a576-357f-11eb-bb4a-001a7dda7111,False,True,False
a19805b5-357f-11eb-ae9c-001a7dda7111,False,True,False
a196a568-357f-11eb-9e79-001a7dda7111,False,False,True
a195e259-357f-11eb-ba43-001a7dda7111,False,False,True
a1959414-357f-11eb-a366-001a7dda7111,False,False,True
a1971aa7-357f-11eb-806d-001a7dda7111,False,False,True
a196cc5d-357f-11eb-bc9a-001a7dda7111,False,False,True
a197dde5-357f-11eb-8aea-001a7dda7111,False,False,True
a195e1d1-357f-11eb-8ab1-001a7dda7111,False,False,True
a1956cde-357f-11eb-a8bc-001a7dda7111,False,False,True
a1951eb7-357f-11eb-a05f-001a7dda7111,False,False,True
a196095f-357f-11eb-a830-001a7dda7111,False,False,True
a195e217-357f-11eb-bd46-001a7dda7111,False,False,True
a197ddab-357f-11eb-9b1b-001a7dda7111,False,False,True
a196a552-357f-11eb-9468-001a7dda7111,False,False,True
a19804c5-357f-11eb-bd31-001a7dda7111,False,False,True
a197de2d-357f-11eb-9392-001a7dda7111,False,False,True
a195e22d-357f-11eb-95fa-001a7dda7111,False,False,True
a1960933-357f-11eb-9059-001a7dda7111,False,False,True
a1980528-357f-11eb-bf38-001a7dda7111,False,False,True
a19804bb-357f-11eb-9859-001a7dda7111,False,False,True
a194f796-357f-11eb-b46b-001a7dda7111,False,False,True
a19768a9-357f-11eb-bcda-001a7dda7111,False,False,True
a1967e72-357f-11eb-bac8-001a7dda7111,False,False,True
a1971ae9-357f-11eb-8add-001a7dda7111,False,False,True
a1967e7e-357f-11eb-a3ab-001a7dda7111,False,False,True
a1978fe9-357f-11eb-99fd-001a7dda7111,False,False,True
a19545fe-357f-11eb-9a36-001a7dda7111,False,False,True
a196091d-357f-11eb-a53f-001a7dda7111,False,False,True
a1982c9f-357f-11eb-ba06-001a7dda7111,False,False,True
a1982cbd-357f-11eb-81a2-001a7dda7111,False,False,True
a1982c55-357f-11eb-81f5-001a7dda7111,False,False,True
a195e1f7-357f-11eb-b516-001a7dda7111,False,False,True
a195e255-357f-11eb-aed1-001a7dda7111,False,False,True
a1982be0-357f-11eb-829a-001a7dda7111,False,False,True
a1967e8a-357f-11eb-a4e6-001a7dda7111,False,False,True
a1974201-357f-11eb-a238-001a7dda7111,False,False,True
a19805b9-357f-11eb-acf2-001a7dda7111,False,False,True
a194f795-357f-11eb-b390-001a7dda7111,False,False,True
a195bad4-357f-11eb-99ae-001a7dda7111,False,False,True
a1967e57-357f-11eb-b087-001a7dda7111,False,False,True
a197419e-357f-11eb-9993-001a7dda7111,False,False,True
a196a5c5-357f-11eb-8f00-001a7dda7111,False,False,True
a19741d4-357f-11eb-90e0-001a7dda7111,False,False,True
a196cc82-357f-11eb-83a4-001a7dda7111,False,False,True
a19805bd-357f-11eb-b68a-001a7dda7111,False,False,True
a196cc43-357f-11eb-a1ab-001a7dda7111,False,False,True
a1965705-357f-11eb-a0e8-001a7dda7111,False,False,True
a19657a3-357f-11eb-af30-001a7dda7111,False,False,True
a197dded-357f-11eb-83f2-001a7dda7111,False,False,True
a19804f9-357f-11eb-ad7e-001a7dda7111,False,False,True
a19852ee-357f-11eb-876a-001a7dda7111,False,False,True
a19656fb-357f-11eb-885d-001a7dda7111,False,False,True
a19657ba-357f-11eb-9b1e-001a7dda7111,False,False,True
a1960940-357f-11eb-8fd3-001a7dda7111,False,False,True
a196096e-357f-11eb-8137-001a7dda7111,False,False,True
a196a59d-357f-11eb-9582-001a7dda7111,False,False,True
a197b6d6-357f-11eb-96e4-001a7dda7111,False,False,True
a195e26e-357f-11eb-a442-001a7dda7111,False,False,True
a19609bf-357f-11eb-a7de-001a7dda7111,False,False,True
a1963036-357f-11eb-baa0-001a7dda7111,False,False,True
a196a582-357f-11eb-9c17-001a7dda7111,False,False,True
a1962ff0-357f-11eb-8aff-001a7dda7111,False,False,True
a196f394-357f-11eb-b61d-001a7dda7111,False,False,True
a196a595-357f-11eb-83e9-001a7dda7111,False,False,True
a1951ea8-357f-11eb-904f-001a7dda7111,False,False,True
a1960910-357f-11eb-93ca-001a7dda7111,False,False,True
a196304c-357f-11eb-bdbe-001a7dda7111,False,False,True
a197ddc4-357f-11eb-a882-001a7dda7111,False,False,True
a19741b6-357f-11eb-9e32-001a7dda7111,False,False,True
a1978fc5-357f-11eb-9546-001a7dda7111,False,False,True
a19804f3-357f-11eb-a639-001a7dda7111,False,False,True
a194f784-357f-11eb-9bda-001a7dda7111,False,False,True
a198054a-357f-11eb-bac3-001a7dda7111,False,False,True
a195bb2b-357f-11eb-9fcc-001a7dda7111,False,False,True
a1963024-357f-11eb-8f7d-001a7dda7111,False,False,True
a195baeb-357f-11eb-aac2-001a7dda7111,False,False,True
a196cc81-357f-11eb-878a-001a7dda7111,False,False,True
a19608fd-357f-11eb-8d12-001a7dda7111,False,False,True
a196099c-357f-11eb-abe4-001a7dda7111,False,False,True
a196f3b3-357f-11eb-8493-001a7dda7111,False,False,True
a19804d9-357f-11eb-a0a1-001a7dda7111,False,False,True
a1978fc9-357f-11eb-a5a0-001a7dda7111,False,False,True
a1967e6e-357f-11eb-bf4e-001a7dda7111,False,False,True
a195bb21-357f-11eb-b912-001a7dda7111,False,False,True
a1982ca2-357f-11eb-9c51-001a7dda7111,False,False,True
a1967e7a-357f-11eb-a1b7-001a7dda7111,False,False,True
